mutation_id,family,family_index,operator,parameters_json,independent_oracle_detected,oracle_comparison_detected,trace_detected,signature_detected,trace_cases,trace_mismatches,signature_cases,signature_mismatches,affected_kernels,cache_hits,cache_misses,nontermination_guards,first_witness_json
boundary_offset_003_feed9e7d95,boundary_offset,3,boundary_offsets,"{""offsets"":{""observation_goal_end"":-1,""terminal_overshoot_end"":1}}",1,1,1,1,9216,2324,2304,59,113,0,0,0,"{""agent"":""reference"",""difference"":{""observed_length"":4,""observed_step"":[[2,0,0,0],""brake"",""running""],""oracle_length"":3,""oracle_step"":[[2,0,1,0],""brake"",""overshoot""],""step_index"":2},""family"":""boundary_offset"",""kernel"":{""brake_force"":1,""friction"":0,""goal_end"":5,""goal_start"":4,""horizon"":8,""name"":""brake_0000"",""start_position"":0,""start_speed"":3},""kind"":""randomized_mutation_trace"",""mutant_signature_mask"":42,""mutation_id"":""boundary_offset_003_feed9e7d95"",""observed_trace_sha256"":""dddc5bc45d822edac2d3f05314954bf8d10384c5f684433abacfc78c48edf967"",""operator"":""boundary_offsets"",""oracle_signature_mask"":42,""oracle_trace_sha256"":""9f9c2ae8a8d990ef3b4923626cdb1415dad2a614e8dadb3aa8931dedb72bee38"",""parameters"":{""offsets"":{""observation_goal_end"":-1,""terminal_overshoot_end"":1}},""presentation"":{""delay"":0,""distance_mode"":""exact"",""name"":""view_00_exact_exact_d0"",""speed_mode"":""exact""},""replay_order"":""not_applicable"",""sample_rank"":0}"
boundary_offset_004_b39335ff0e,boundary_offset,4,boundary_offsets,"{""offsets"":{""observation_goal_start"":1}}",1,1,1,0,9216,1747,2304,0,96,0,0,0,"{""agent"":""speed_only"",""difference"":{""observed_length"":3,""observed_step"":[[2,0,0,0],""coast"",""overshoot""],""oracle_length"":3,""oracle_step"":[[2,0,1,0],""coast"",""overshoot""],""step_index"":2},""family"":""boundary_offset"",""kernel"":{""brake_force"":1,""friction"":0,""goal_end"":5,""goal_start"":4,""horizon"":8,""name"":""brake_0000"",""start_position"":0,""start_speed"":3},""kind"":""randomized_mutation_trace"",""mutant_signature_mask"":42,""mutation_id"":""boundary_offset_004_b39335ff0e"",""observed_trace_sha256"":""5a89de518c04b1bb8d9d6606cb6ee7528580c6e13abb5ee03366d2e1d8901529"",""operator"":""boundary_offsets"",""oracle_signature_mask"":42,""oracle_trace_sha256"":""c06c3daf1d5c41f24a086c5baec0174e293c71f2406ac82d772f90355d785685"",""parameters"":{""offsets"":{""observation_goal_start"":1}},""presentation"":{""delay"":0,""distance_mode"":""exact"",""name"":""view_00_exact_exact_d0"",""speed_mode"":""exact""},""replay_order"":""not_applicable"",""sample_rank"":0}"
boundary_offset_005_3a631a37e5,boundary_offset,5,boundary_offsets,"{""offsets"":{""terminal_goal_start"":1,""terminal_overshoot_end"":-1}}",1,1,1,1,9216,2411,2304,40,110,0,0,0,"{""agent"":""reference"",""difference"":{""observed_length"":2,""observed_step"":[[3,1,0,0],""brake"",""overshoot""],""oracle_length"":3,""oracle_step"":[[3,1,0,0],""brake"",""running""],""step_index"":1},""family"":""boundary_offset"",""kernel"":{""brake_force"":1,""friction"":0,""goal_end"":5,""goal_start"":4,""horizon"":8,""name"":""brake_0000"",""start_position"":0,""start_speed"":3},""kind"":""randomized_mutation_trace"",""mutant_signature_mask"":42,""mutation_id"":""boundary_offset_005_3a631a37e5"",""observed_trace_sha256"":""eb12ac0ac6079fbae7ea6bfdf61835e87a23197c0d9a7e0fc2f3454376f0143a"",""operator"":""boundary_offsets"",""oracle_signature_mask"":42,""oracle_trace_sha256"":""9f9c2ae8a8d990ef3b4923626cdb1415dad2a614e8dadb3aa8931dedb72bee38"",""parameters"":{""offsets"":{""terminal_goal_start"":1,""terminal_overshoot_end"":-1}},""presentation"":{""delay"":0,""distance_mode"":""exact"",""name"":""view_00_exact_exact_d0"",""speed_mode"":""exact""},""replay_order"":""not_applicable"",""sample_rank"":0}"
boundary_offset_006_746b946c40,boundary_offset,6,boundary_offsets,"{""offsets"":{""observation_goal_start"":-1}}",1,1,1,0,9216,1315,2304,0,64,0,0,0,"{""agent"":""reference"",""difference"":{""observed_length"":3,""observed_step"":[[3,1,1,0],""brake"",""running""],""oracle_length"":3,""oracle_step"":[[3,1,0,0],""brake"",""running""],""step_index"":1},""family"":""boundary_offset"",""kernel"":{""brake_force"":1,""friction"":0,""goal_end"":5,""goal_start"":4,""horizon"":8,""name"":""brake_0000"",""start_position"":0,""start_speed"":3},""kind"":""randomized_mutation_trace"",""mutant_signature_mask"":42,""mutation_id"":""boundary_offset_006_746b946c40"",""observed_trace_sha256"":""54e0cd13a4f8a7abb0e4295bd56c2bbf096bd806ecddbf016d4d9d8b572107d9"",""operator"":""boundary_offsets"",""oracle_signature_mask"":42,""oracle_trace_sha256"":""9f9c2ae8a8d990ef3b4923626cdb1415dad2a614e8dadb3aa8931dedb72bee38"",""parameters"":{""offsets"":{""observation_goal_start"":-1}},""presentation"":{""delay"":0,""distance_mode"":""exact"",""name"":""view_00_exact_exact_d0"",""speed_mode"":""exact""},""replay_order"":""not_applicable"",""sample_rank"":0}"
boundary_offset_007_2cb056c703,boundary_offset,7,boundary_offsets,"{""offsets"":{""observation_goal_start"":1,""terminal_goal_start"":-1}}",1,1,1,0,9216,2244,2304,0,109,0,0,0,"{""agent"":""speed_only"",""difference"":{""observed_length"":3,""observed_step"":[[2,0,0,0],""coast"",""overshoot""],""oracle_length"":3,""oracle_step"":[[2,0,1,0],""coast"",""overshoot""],""step_index"":2},""family"":""boundary_offset"",""kernel"":{""brake_force"":1,""friction"":0,""goal_end"":5,""goal_start"":4,""horizon"":8,""name"":""brake_0000"",""start_position"":0,""start_speed"":3},""kind"":""randomized_mutation_trace"",""mutant_signature_mask"":42,""mutation_id"":""boundary_offset_007_2cb056c703"",""observed_trace_sha256"":""5a89de518c04b1bb8d9d6606cb6ee7528580c6e13abb5ee03366d2e1d8901529"",""operator"":""boundary_offsets"",""oracle_signature_mask"":42,""oracle_trace_sha256"":""c06c3daf1d5c41f24a086c5baec0174e293c71f2406ac82d772f90355d785685"",""parameters"":{""offsets"":{""observation_goal_start"":1,""terminal_goal_start"":-1}},""presentation"":{""delay"":0,""distance_mode"":""exact"",""name"":""view_00_exact_exact_d0"",""speed_mode"":""exact""},""replay_order"":""not_applicable"",""sample_rank"":0}"
boundary_offset_008_7c810fe0a8,boundary_offset,8,boundary_offsets,"{""offsets"":{""terminal_overshoot_end"":-1}}",1,1,1,1,9216,1429,2304,40,70,0,0,0,"{""agent"":""reference"",""difference"":{""observed_length"":2,""observed_step"":[[3,1,0,0],""brake"",""overshoot""],""oracle_length"":3,""oracle_step"":[[3,1,0,0],""brake"",""running""],""step_index"":1},""family"":""boundary_offset"",""kernel"":{""brake_force"":1,""friction"":0,""goal_end"":5,""goal_start"":4,""horizon"":8,""name"":""brake_0000"",""start_position"":0,""start_speed"":3},""kind"":""randomized_mutation_trace"",""mutant_signature_mask"":42,""mutation_id"":""boundary_offset_008_7c810fe0a8"",""observed_trace_sha256"":""eb12ac0ac6079fbae7ea6bfdf61835e87a23197c0d9a7e0fc2f3454376f0143a"",""operator"":""boundary_offsets"",""oracle_signature_mask"":42,""oracle_trace_sha256"":""9f9c2ae8a8d990ef3b4923626cdb1415dad2a614e8dadb3aa8931dedb72bee38"",""parameters"":{""offsets"":{""terminal_overshoot_end"":-1}},""presentation"":{""delay"":0,""distance_mode"":""exact"",""name"":""view_00_exact_exact_d0"",""speed_mode"":""exact""},""replay_order"":""not_applicable"",""sample_rank"":0}"
boundary_offset_009_270303aa0e,boundary_offset,9,boundary_offsets,"{""offsets"":{""terminal_horizon"":-1}}",1,1,1,1,9216,362,2304,3,29,0,0,0,"{""agent"":""speed_only"",""difference"":{""observed_length"":9,""observed_step"":[[1,6,0,0],""coast"",""timeout""],""oracle_length"":10,""oracle_step"":[[1,6,0,0],""coast"",""running""],""step_index"":8},""family"":""boundary_offset"",""kernel"":{""brake_force"":4,""friction"":0,""goal_end"":19,""goal_start"":18,""horizon"":10,""name"":""brake_10170"",""start_position"":0,""start_speed"":9},""kind"":""randomized_mutation_trace"",""mutant_signature_mask"":59,""mutation_id"":""boundary_offset_009_270303aa0e"",""observed_trace_sha256"":""dfba9b8f2fb82935ae509b7141bd8ad9f75399ab05a330d901d68b60147e840e"",""operator"":""boundary_offsets"",""oracle_signature_mask"":59,""oracle_trace_sha256"":""8f1e9363492c79d489f9a74428c4a75924a51d4de7822471aa4c4c8b9c36f601"",""parameters"":{""offsets"":{""terminal_horizon"":-1}},""presentation"":{""delay"":0,""distance_mode"":""exact"",""name"":""view_00_exact_exact_d0"",""speed_mode"":""exact""},""replay_order"":""not_applicable"",""sample_rank"":31}"
boundary_offset_010_be404988a9,boundary_offset,10,boundary_offsets,"{""offsets"":{""observation_distance_goal_start"":1,""terminal_overshoot_end"":-1}}",1,1,1,1,9216,5083,2304,313,128,0,0,0,"{""agent"":""reference"",""difference"":{""observed_length"":2,""observed_step"":[[3,5,0,0],""coast"",""running""],""oracle_length"":3,""oracle_step"":[[3,4,0,0],""coast"",""running""],""step_index"":0},""family"":""boundary_offset"",""kernel"":{""brake_force"":1,""friction"":0,""goal_end"":5,""goal_start"":4,""horizon"":8,""name"":""brake_0000"",""start_position"":0,""start_speed"":3},""kind"":""randomized_mutation_trace"",""mutant_signature_mask"":42,""mutation_id"":""boundary_offset_010_be404988a9"",""observed_trace_sha256"":""b1d7583cbe566be5fa66edb16c7edd8c557a8c2b297e17ec3d4ee131b4f1ca94"",""operator"":""boundary_offsets"",""oracle_signature_mask"":42,""oracle_trace_sha256"":""9f9c2ae8a8d990ef3b4923626cdb1415dad2a614e8dadb3aa8931dedb72bee38"",""parameters"":{""offsets"":{""observation_distance_goal_start"":1,""terminal_overshoot_end"":-1}},""presentation"":{""delay"":0,""distance_mode"":""exact"",""name"":""view_00_exact_exact_d0"",""speed_mode"":""exact""},""replay_order"":""not_applicable"",""sample_rank"":0}"
boundary_offset_011_994565e0ac,boundary_offset,11,boundary_offsets,"{""offsets"":{""terminal_goal_end"":1,""terminal_overshoot_end"":1}}",1,1,1,1,9216,1745,2304,59,95,0,0,0,"{""agent"":""reference"",""difference"":{""observed_length"":4,""observed_step"":[[2,0,1,0],""brake"",""running""],""oracle_length"":3,""oracle_step"":[[2,0,1,0],""brake"",""overshoot""],""step_index"":2},""family"":""boundary_offset"",""kernel"":{""brake_force"":1,""friction"":0,""goal_end"":5,""goal_start"":4,""horizon"":8,""name"":""brake_0000"",""start_position"":0,""start_speed"":3},""kind"":""randomized_mutation_trace"",""mutant_signature_mask"":42,""mutation_id"":""boundary_offset_011_994565e0ac"",""observed_trace_sha256"":""b626cc5296642fdc7d5176785a9d95def24269c02ec0b6b8d88053882a1d54ea"",""operator"":""boundary_offsets"",""oracle_signature_mask"":42,""oracle_trace_sha256"":""9f9c2ae8a8d990ef3b4923626cdb1415dad2a614e8dadb3aa8931dedb72bee38"",""parameters"":{""offsets"":{""terminal_goal_end"":1,""terminal_overshoot_end"":1}},""presentation"":{""delay"":0,""distance_mode"":""exact"",""name"":""view_00_exact_exact_d0"",""speed_mode"":""exact""},""replay_order"":""not_applicable"",""sample_rank"":0}"
boundary_offset_012_a613dfb085,boundary_offset,12,boundary_offsets,"{""offsets"":{""terminal_horizon"":-1,""terminal_overshoot_end"":1}}",1,1,1,1,9216,2095,2304,62,100,0,0,0,"{""agent"":""reference"",""difference"":{""observed_length"":4,""observed_step"":[[2,0,1,0],""brake"",""running""],""oracle_length"":3,""oracle_step"":[[2,0,1,0],""brake"",""overshoot""],""step_index"":2},""family"":""boundary_offset"",""kernel"":{""brake_force"":1,""friction"":0,""goal_end"":5,""goal_start"":4,""horizon"":8,""name"":""brake_0000"",""start_position"":0,""start_speed"":3},""kind"":""randomized_mutation_trace"",""mutant_signature_mask"":42,""mutation_id"":""boundary_offset_012_a613dfb085"",""observed_trace_sha256"":""39c91d55b34d02dc74628a64f0791f48302a043bd16fed8690442ad2d10d33d3"",""operator"":""boundary_offsets"",""oracle_signature_mask"":42,""oracle_trace_sha256"":""9f9c2ae8a8d990ef3b4923626cdb1415dad2a614e8dadb3aa8931dedb72bee38"",""parameters"":{""offsets"":{""terminal_horizon"":-1,""terminal_overshoot_end"":1}},""presentation"":{""delay"":0,""distance_mode"":""exact"",""name"":""view_00_exact_exact_d0"",""speed_mode"":""exact""},""replay_order"":""not_applicable"",""sample_rank"":0}"
boundary_offset_013_919ef29ce1,boundary_offset,13,boundary_offsets,"{""offsets"":{""observation_distance_goal_start"":1}}",1,1,1,1,9216,4384,2304,288,128,0,0,0,"{""agent"":""reference"",""difference"":{""observed_length"":3,""observed_step"":[[3,5,0,0],""coast"",""running""],""oracle_length"":3,""oracle_step"":[[3,4,0,0],""coast"",""running""],""step_index"":0},""family"":""boundary_offset"",""kernel"":{""brake_force"":1,""friction"":0,""goal_end"":5,""goal_start"":4,""horizon"":8,""name"":""brake_0000"",""start_position"":0,""start_speed"":3},""kind"":""randomized_mutation_trace"",""mutant_signature_mask"":42,""mutation_id"":""boundary_offset_013_919ef29ce1"",""observed_trace_sha256"":""952d9e77ad37469570a9c13454606dbb1a706bb77f54e37d09bf5f554fe02f52"",""operator"":""boundary_offsets"",""oracle_signature_mask"":42,""oracle_trace_sha256"":""9f9c2ae8a8d990ef3b4923626cdb1415dad2a614e8dadb3aa8931dedb72bee38"",""parameters"":{""offsets"":{""observation_distance_goal_start"":1}},""presentation"":{""delay"":0,""distance_mode"":""exact"",""name"":""view_00_exact_exact_d0"",""speed_mode"":""exact""},""replay_order"":""not_applicable"",""sample_rank"":0}"
boundary_offset_014_0232e2e45e,boundary_offset,14,boundary_offsets,"{""offsets"":{""observation_goal_end"":1,""terminal_overshoot_end"":-1}}",1,1,1,1,9216,1429,2304,40,70,0,0,0,"{""agent"":""reference"",""difference"":{""observed_length"":2,""observed_step"":[[3,1,0,0],""brake"",""overshoot""],""oracle_length"":3,""oracle_step"":[[3,1,0,0],""brake"",""running""],""step_index"":1},""family"":""boundary_offset"",""kernel"":{""brake_force"":1,""friction"":0,""goal_end"":5,""goal_start"":4,""horizon"":8,""name"":""brake_0000"",""start_position"":0,""start_speed"":3},""kind"":""randomized_mutation_trace"",""mutant_signature_mask"":42,""mutation_id"":""boundary_offset_014_0232e2e45e"",""observed_trace_sha256"":""eb12ac0ac6079fbae7ea6bfdf61835e87a23197c0d9a7e0fc2f3454376f0143a"",""operator"":""boundary_offsets"",""oracle_signature_mask"":42,""oracle_trace_sha256"":""9f9c2ae8a8d990ef3b4923626cdb1415dad2a614e8dadb3aa8931dedb72bee38"",""parameters"":{""offsets"":{""observation_goal_end"":1,""terminal_overshoot_end"":-1}},""presentation"":{""delay"":0,""distance_mode"":""exact"",""name"":""view_00_exact_exact_d0"",""speed_mode"":""exact""},""replay_order"":""not_applicable"",""sample_rank"":0}"
boundary_offset_015_491c74f3e8,boundary_offset,15,boundary_offsets,"{""offsets"":{""observation_goal_end"":-1}}",1,1,1,0,9216,756,2304,0,69,0,0,0,"{""agent"":""reference"",""difference"":{""observed_length"":3,""observed_step"":[[2,0,0,0],""brake"",""overshoot""],""oracle_length"":3,""oracle_step"":[[2,0,1,0],""brake"",""overshoot""],""step_index"":2},""family"":""boundary_offset"",""kernel"":{""brake_force"":1,""friction"":0,""goal_end"":5,""goal_start"":4,""horizon"":8,""name"":""brake_0000"",""start_position"":0,""start_speed"":3},""kind"":""randomized_mutation_trace"",""mutant_signature_mask"":42,""mutation_id"":""boundary_offset_015_491c74f3e8"",""observed_trace_sha256"":""92adfa4638cd93ada0f819d0121e84a1d3b945e9d3921c94e04b9b57463039fd"",""operator"":""boundary_offsets"",""oracle_signature_mask"":42,""oracle_trace_sha256"":""9f9c2ae8a8d990ef3b4923626cdb1415dad2a614e8dadb3aa8931dedb72bee38"",""parameters"":{""offsets"":{""observation_goal_end"":-1}},""presentation"":{""delay"":0,""distance_mode"":""exact"",""name"":""view_00_exact_exact_d0"",""speed_mode"":""exact""},""replay_order"":""not_applicable"",""sample_rank"":0}"
boundary_offset_016_945ef0b6c6,boundary_offset,16,boundary_offsets,"{""offsets"":{""terminal_goal_end"":-1,""terminal_goal_start"":-1}}",1,1,1,0,9216,1186,2304,0,60,0,0,0,"{""agent"":""reference"",""difference"":{""observed_length"":3,""observed_step"":[[1,0,0,0],""brake"",""win""],""oracle_length"":3,""oracle_step"":[[1,0,0,0],""brake"",""stopped""],""step_index"":2},""family"":""boundary_offset"",""kernel"":{""brake_force"":1,""friction"":0,""goal_end"":5,""goal_start"":4,""horizon"":8,""name"":""brake_0000"",""start_position"":0,""start_speed"":3},""kind"":""randomized_mutation_trace"",""mutant_signature_mask"":42,""mutation_id"":""boundary_offset_016_945ef0b6c6"",""observed_trace_sha256"":""389f2fd39c00e13de8dc96aa87c8f189fc99679fa2945c3360702dc1ba7d230e"",""operator"":""boundary_offsets"",""oracle_signature_mask"":42,""oracle_trace_sha256"":""134fc2a2048b0ed859431823fbdee03307851d1f8288fbc91440d5d15255834b"",""parameters"":{""offsets"":{""terminal_goal_end"":-1,""terminal_goal_start"":-1}},""presentation"":{""delay"":0,""distance_mode"":""coarse"",""name"":""view_02_exact_coarse_d0"",""speed_mode"":""exact""},""replay_order"":""not_applicable"",""sample_rank"":0}"
boundary_offset_017_c3e07b56ad,boundary_offset,17,boundary_offsets,"{""offsets"":{""terminal_goal_end"":1}}",0,0,0,0,9216,0,2304,0,0,0,0,0,null
boundary_offset_018_fe5dfe6610,boundary_offset,18,boundary_offsets,"{""offsets"":{""observation_distance_goal_start"":1,""terminal_overshoot_end"":1}}",1,1,1,1,9216,5227,2304,390,128,0,0,0,"{""agent"":""reference"",""difference"":{""observed_length"":4,""observed_step"":[[3,5,0,0],""coast"",""running""],""oracle_length"":3,""oracle_step"":[[3,4,0,0],""coast"",""running""],""step_index"":0},""family"":""boundary_offset"",""kernel"":{""brake_force"":1,""friction"":0,""goal_end"":5,""goal_start"":4,""horizon"":8,""name"":""brake_0000"",""start_position"":0,""start_speed"":3},""kind"":""randomized_mutation_trace"",""mutant_signature_mask"":42,""mutation_id"":""boundary_offset_018_fe5dfe6610"",""observed_trace_sha256"":""7812ded561a5c26afbcc99579b25fc687956454dfad483db94c142965e5d37eb"",""operator"":""boundary_offsets"",""oracle_signature_mask"":42,""oracle_trace_sha256"":""9f9c2ae8a8d990ef3b4923626cdb1415dad2a614e8dadb3aa8931dedb72bee38"",""parameters"":{""offsets"":{""observation_distance_goal_start"":1,""terminal_overshoot_end"":1}},""presentation"":{""delay"":0,""distance_mode"":""exact"",""name"":""view_00_exact_exact_d0"",""speed_mode"":""exact""},""replay_order"":""not_applicable"",""sample_rank"":0}"
boundary_offset_019_91c9e1c996,boundary_offset,19,boundary_offsets,"{""offsets"":{""observation_distance_goal_start"":-1}}",1,1,1,1,9216,4766,2304,292,128,0,0,0,"{""agent"":""reference"",""difference"":{""observed_length"":3,""observed_step"":[[3,3,0,0],""brake"",""running""],""oracle_length"":3,""oracle_step"":[[3,4,0,0],""coast"",""running""],""step_index"":0},""family"":""boundary_offset"",""kernel"":{""brake_force"":1,""friction"":0,""goal_end"":5,""goal_start"":4,""horizon"":8,""name"":""brake_0000"",""start_position"":0,""start_speed"":3},""kind"":""randomized_mutation_trace"",""mutant_signature_mask"":42,""mutation_id"":""boundary_offset_019_91c9e1c996"",""observed_trace_sha256"":""7a2241b2f822b5450db11fd203f3becc9cac9df5ec00a29bfb8dcea600f16e40"",""operator"":""boundary_offsets"",""oracle_signature_mask"":42,""oracle_trace_sha256"":""9f9c2ae8a8d990ef3b4923626cdb1415dad2a614e8dadb3aa8931dedb72bee38"",""parameters"":{""offsets"":{""observation_distance_goal_start"":-1}},""presentation"":{""delay"":0,""distance_mode"":""exact"",""name"":""view_00_exact_exact_d0"",""speed_mode"":""exact""},""replay_order"":""not_applicable"",""sample_rank"":0}"
cache_key_projection_000_a24d459ce7,cache_key_projection,0,delete_fields,"{""deleted_fields"":[""state.step"",""memory.believed_speed"",""observation.status""],""kept_fields"":[""state.position"",""state.speed"",""state.used_brake"",""memory.believed_distance"",""memory.previous_action"",""observation.speed"",""observation.distance"",""observation.within_goal""]}",0,0,0,0,18432,0,4608,0,0,27968,49872,0,null
cache_key_projection_001_158edaa82d,cache_key_projection,1,project_keep_fields,"{""deleted_fields"":[""state.speed"",""state.step"",""memory.believed_speed"",""memory.believed_distance"",""memory.previous_action"",""observation.speed"",""observation.distance""],""kept_fields"":[""state.position"",""state.used_brake"",""observation.within_goal"",""observation.status""]}",1,1,1,1,18432,7771,4608,2034,128,77175,5112,0,"{""agent"":""reference"",""difference"":{""observed_length"":3,""observed_step"":[[3,4,0,0],""brake"",""running""],""oracle_length"":2,""oracle_step"":[[3,4,0,0],""coast"",""overshoot""],""step_index"":1},""family"":""cache_key_projection"",""kernel"":{""brake_force"":1,""friction"":0,""goal_end"":5,""goal_start"":4,""horizon"":8,""name"":""brake_0000"",""start_position"":0,""start_speed"":3},""kind"":""randomized_mutation_trace"",""mutant_signature_mask"":42,""mutation_id"":""cache_key_projection_001_158edaa82d"",""observed_trace_sha256"":""5c7f640cd63e08d673adba5cf98fe07ab2e8c7de32fb80beabec9a4f3dc560fb"",""operator"":""project_keep_fields"",""oracle_signature_mask"":42,""oracle_trace_sha256"":""2c4649dc952678fc8e14118b59d4cfcb2ed3a4e5f42cc58eaaf1e9b6f2b73887"",""parameters"":{""deleted_fields"":[""state.speed"",""state.step"",""memory.believed_speed"",""memory.believed_distance"",""memory.previous_action"",""observation.speed"",""observation.distance""],""kept_fields"":[""state.position"",""state.used_brake"",""observation.within_goal"",""observation.status""]},""presentation"":{""delay"":1,""distance_mode"":""exact"",""name"":""view_01_exact_exact_d1"",""speed_mode"":""exact""},""replay_order"":""canonical"",""sample_rank"":0}"
cache_key_projection_002_cdd6ddf020,cache_key_projection,2,delete_fields,"{""deleted_fields"":[""state.speed"",""state.step"",""observation.distance"",""observation.within_goal""],""kept_fields"":[""state.position"",""state.used_brake"",""memory.believed_speed"",""memory.believed_distance"",""memory.previous_action"",""observation.speed"",""observation.status""]}",1,1,1,1,18432,5044,4608,1535,128,63779,14917,0,"{""agent"":""reference"",""difference"":{""observed_length"":3,""observed_step"":[[3,4,0,0],""brake"",""running""],""oracle_length"":2,""oracle_step"":[[3,4,0,0],""coast"",""overshoot""],""step_index"":1},""family"":""cache_key_projection"",""kernel"":{""brake_force"":1,""friction"":0,""goal_end"":5,""goal_start"":4,""horizon"":8,""name"":""brake_0000"",""start_position"":0,""start_speed"":3},""kind"":""randomized_mutation_trace"",""mutant_signature_mask"":42,""mutation_id"":""cache_key_projection_002_cdd6ddf020"",""observed_trace_sha256"":""5c7f640cd63e08d673adba5cf98fe07ab2e8c7de32fb80beabec9a4f3dc560fb"",""operator"":""delete_fields"",""oracle_signature_mask"":42,""oracle_trace_sha256"":""2c4649dc952678fc8e14118b59d4cfcb2ed3a4e5f42cc58eaaf1e9b6f2b73887"",""parameters"":{""deleted_fields"":[""state.speed"",""state.step"",""observation.distance"",""observation.within_goal""],""kept_fields"":[""state.position"",""state.used_brake"",""memory.believed_speed"",""memory.believed_distance"",""memory.previous_action"",""observation.speed"",""observation.status""]},""presentation"":{""delay"":1,""distance_mode"":""exact"",""name"":""view_01_exact_exact_d1"",""speed_mode"":""exact""},""replay_order"":""canonical"",""sample_rank"":0}"
cache_key_projection_003_a62a93d8e3,cache_key_projection,3,project_keep_fields,"{""deleted_fields"":[""memory.previous_action"",""observation.speed"",""observation.within_goal"",""observation.status""],""kept_fields"":[""state.position"",""state.speed"",""state.step"",""state.used_brake"",""memory.believed_speed"",""memory.believed_distance"",""observation.distance""]}",1,1,1,1,18432,3974,4608,1150,119,60589,18650,0,"{""agent"":""speed_only"",""difference"":{""observed_length"":3,""observed_step"":[[3,-1,0,0],""coast"",""running""],""oracle_length"":5,""oracle_step"":[[3,-1,0,0],""brake"",""running""],""step_index"":1},""family"":""cache_key_projection"",""kernel"":{""brake_force"":1,""friction"":0,""goal_end"":5,""goal_start"":4,""horizon"":8,""name"":""brake_0000"",""start_position"":0,""start_speed"":3},""kind"":""randomized_mutation_trace"",""mutant_signature_mask"":59,""mutation_id"":""cache_key_projection_003_a62a93d8e3"",""observed_trace_sha256"":""9170eb52c91f16f1c230038c071ddf8424ede675fd662631d9fa7fdf858847cf"",""operator"":""project_keep_fields"",""oracle_signature_mask"":59,""oracle_trace_sha256"":""d42607ffabd3d5b1591355898aec1c7aa9227532229105eea94f247e422b7142"",""parameters"":{""deleted_fields"":[""memory.previous_action"",""observation.speed"",""observation.within_goal"",""observation.status""],""kept_fields"":[""state.position"",""state.speed"",""state.step"",""state.used_brake"",""memory.believed_speed"",""memory.believed_distance"",""observation.distance""]},""presentation"":{""delay"":1,""distance_mode"":""hidden"",""name"":""view_05_exact_hidden_d1"",""speed_mode"":""exact""},""replay_order"":""canonical"",""sample_rank"":0}"
cache_key_projection_004_00bf2a94e5,cache_key_projection,4,delete_fields,"{""deleted_fields"":[""state.used_brake"",""memory.believed_distance"",""observation.distance"",""observation.within_goal""],""kept_fields"":[""state.position"",""state.speed"",""state.step"",""memory.believed_speed"",""memory.previous_action"",""observation.speed"",""observation.status""]}",1,1,1,1,18432,5092,4608,1535,128,64043,14701,0,"{""agent"":""reference"",""difference"":{""observed_length"":3,""observed_step"":[[3,4,0,0],""brake"",""running""],""oracle_length"":2,""oracle_step"":[[3,4,0,0],""coast"",""overshoot""],""step_index"":1},""family"":""cache_key_projection"",""kernel"":{""brake_force"":1,""friction"":0,""goal_end"":5,""goal_start"":4,""horizon"":8,""name"":""brake_0000"",""start_position"":0,""start_speed"":3},""kind"":""randomized_mutation_trace"",""mutant_signature_mask"":42,""mutation_id"":""cache_key_projection_004_00bf2a94e5"",""observed_trace_sha256"":""5c7f640cd63e08d673adba5cf98fe07ab2e8c7de32fb80beabec9a4f3dc560fb"",""operator"":""delete_fields"",""oracle_signature_mask"":42,""oracle_trace_sha256"":""2c4649dc952678fc8e14118b59d4cfcb2ed3a4e5f42cc58eaaf1e9b6f2b73887"",""parameters"":{""deleted_fields"":[""state.used_brake"",""memory.believed_distance"",""observation.distance"",""observation.within_goal""],""kept_fields"":[""state.position"",""state.speed"",""state.step"",""memory.believed_speed"",""memory.previous_action"",""observation.speed"",""observation.status""]},""presentation"":{""delay"":1,""distance_mode"":""exact"",""name"":""view_01_exact_exact_d1"",""speed_mode"":""exact""},""replay_order"":""canonical"",""sample_rank"":0}"
